house_id,house_address,house_land_area,house_building_area,house_pool,house_bedroom,house_bathroom,house_floor,house_condition,house_price,house_province,house_city
HOUSE_10696,"58962 Williams Mill
Port James, MN 35965",7598,22293,False,9,0,2,Renovated,450380665,Georgia,Joshualand
HOUSE_68724,"8978 Chan Mall Apt. 602
Shannonchester, MO 04802",5731,19410,True,3,6,2,Second,928171365,Minnesota,Ballfort
HOUSE_48335,"91356 David Roads
Davisshire, NJ 33164",9976,23642,False,6,1,3,Renovated,510836625,Florida,West Shane
HOUSE_38536,"40967 Jones Plaza
West David, MT 53432",1767,3879,True,1,1,0,Renovated,474945941,New York,West Victorburgh
HOUSE_67227,"073 Michelle Gateway
Lake Paul, CA 75078",3435,8786,False,4,5,2,Renovated,474521527,Maine,Harpermouth
HOUSE_73802,"2531 Antonio Lock Suite 061
Lake Crystalchester, NE 91827",17,7199,False,3,9,4,Second,97907046,Virginia,Paulshire
HOUSE_3504,"054 Nathan Valley Suite 638
North Courtneystad, NE 36829",746,6845,False,8,1,7,New,432561109,Montana,Sydneyside
HOUSE_24239,"841 James Ferry Suite 830
Williamsside, WA 18146",7113,16513,True,1,6,4,Second,917211160,North Carolina,North David
HOUSE_98828,"8787 Martinez Summit Suite 765
Hernandezhaven, MH 14734",7639,17392,True,7,6,6,New,386650830,New Jersey,Chenhaven
HOUSE_87826,"PSC 3444, Box 1925
APO AE 52772",3062,12478,False,2,1,4,New,440187521,South Carolina,Millerview
HOUSE_8860,"4812 Grant Circle
South Sarahmouth, WV 43766",4501,15051,False,9,3,9,Renovated,279939358,New Jersey,New Angelaview
HOUSE_1766,"660 David Roads
Paulastad, GU 97925",4726,16863,False,4,7,8,Second,449786692,New York,Craigfurt
HOUSE_25764,"297 Neal Islands
Dannystad, AZ 19734",4241,17633,True,8,9,8,New,853331810,Texas,Port Cheryl
HOUSE_91318,"50751 Goodman Field Apt. 582
South Melissaport, IN 93725",1159,9745,False,4,1,5,Renovated,601914434,Montana,Morganburgh
HOUSE_76337,"4768 Hughes Neck Suite 231
Port Larryport, NJ 99423",7102,15593,False,1,0,8,Renovated,351906159,Georgia,New Heidi
HOUSE_66042,"0149 Palmer Crest
Kirkside, DE 25667",4556,15148,False,9,7,6,Renovated,829730604,Massachusetts,Franceshaven
HOUSE_97696,"6232 John Camp Suite 241
Port Terrychester, IL 63253",9068,26152,False,1,7,3,Second,194783720,Alaska,Jerryfurt
HOUSE_544,"995 Victoria Lakes
Robertsborough, ID 34738",5988,14124,False,6,1,5,New,198787719,Alaska,Port Melissaport
HOUSE_91568,"8542 Peggy Groves Suite 469
Morrowview, MS 30674",2938,6289,True,3,6,3,Second,487076418,West Virginia,West Michaelville
HOUSE_85744,"893 Wheeler Stream Apt. 416
Loveshire, ND 17159",862,5230,False,6,9,9,Renovated,995825417,Texas,North Jack
HOUSE_67176,"550 James Club
Ortizside, VI 68094",1272,11005,True,9,6,0,Renovated,949202281,Kentucky,North Patrick
HOUSE_82501,"794 Scott Light Suite 984
Port Sharonside, MP 16764",9653,28528,False,4,5,5,Renovated,530632633,Illinois,North Lisashire
HOUSE_9922,"73536 Bradshaw Spur Suite 872
Baldwinberg, OR 56368",1060,5011,False,8,5,4,New,309926632,Tennessee,Juliebury
HOUSE_13654,"569 Matthew Ridge
East Gina, MA 11735",8109,19736,True,5,7,2,New,928931231,California,Muellerton
HOUSE_99570,"299 Yvette Locks
East Elizabethmouth, MI 45859",6553,16797,True,5,2,1,New,428536567,Michigan,East Donnamouth
HOUSE_98670,"800 Castillo Trail
Riverastad, FL 73453",6250,12600,True,9,7,4,Renovated,824122780,Vermont,Hoffmantown
HOUSE_62714,"173 King Orchard
Acevedoville, KS 86294",6328,20400,False,5,0,7,Second,800943505,New York,Rachelview
HOUSE_18033,"86364 Davidson Forks Apt. 205
Jeffreyberg, NY 39921",1983,10585,True,6,8,6,New,762216410,New Hampshire,Smithland
HOUSE_16184,"31666 Shannon Throughway Suite 167
Perryport, MN 13431",3369,8021,False,2,6,4,New,497039718,Georgia,Melissabury
HOUSE_72370,"64988 Jacqueline Bypass Suite 430
Duartestad, HI 60679",8232,17792,False,2,5,9,Renovated,891576349,Arkansas,Jamesshire
HOUSE_8998,"PSC 6606, Box 1985
APO AA 70850",322,8846,False,5,8,1,New,573260754,Maryland,Alexanderland
HOUSE_19258,"2461 Young Neck Apt. 179
Turnerchester, FM 62961",4909,18645,True,9,7,3,Second,115408635,Oregon,Lake John
HOUSE_60826,"PSC 2898, Box 6766
APO AE 28980",9890,28810,True,9,2,9,Renovated,274238019,Arkansas,Jasonville
HOUSE_62673,"527 Gonzalez Locks Apt. 955
West Jessica, OH 17597",6566,16158,False,7,4,4,New,539214869,Utah,Dianeport
HOUSE_50790,"23224 Patrick Glen
Alanchester, PW 34826",3774,13607,False,5,9,7,Renovated,338701340,Colorado,North Kelseyside
HOUSE_30154,"4907 Clarke Fords
Albertville, PW 86384",6144,19784,True,0,3,8,Renovated,603990982,South Dakota,Port Adamtown
HOUSE_7483,"37362 Sheri Pass Apt. 802
Lauraport, MH 28695",4268,10568,False,3,8,2,Second,649460387,Montana,South Matthew
HOUSE_27912,"767 Andrea Shoals
Christineview, MA 25031",40,8143,False,0,2,5,Second,949033471,Hawaii,Lake Matthew
HOUSE_43967,"2857 Emily Manors
Cunninghamfort, UT 90138",3943,11239,True,6,5,3,New,253647890,Pennsylvania,Bradshire
HOUSE_20985,"755 Mcdonald Cliff
Bethstad, AZ 27959",3744,12802,False,2,9,4,Second,369374854,Missouri,Port Monicamouth
HOUSE_49615,"86848 Curtis Tunnel Suite 388
Lewischester, ME 82274",4482,14813,False,6,6,4,Renovated,350319618,South Dakota,Richardland
HOUSE_66643,"0812 Oscar Courts
North Jamesburgh, MH 39946",7053,17068,False,0,8,6,New,702209957,Louisiana,Johnsonmouth
HOUSE_38426,"0857 Christopher Forges
Stephanieshire, OK 94365",3534,9499,True,7,0,7,New,982131570,Vermont,Randyview
HOUSE_26308,"111 Payne Way Apt. 929
Lake Stephanie, FM 06623",9736,20685,False,6,4,5,New,981608368,New Jersey,West Michelle
HOUSE_46546,"927 Michael Fords
East Ronnie, ND 56610",5272,10651,True,8,5,0,Second,181005497,North Dakota,South Peterview
HOUSE_9746,"75793 William Route
West Destinyport, MT 79383",4718,9502,False,8,1,2,Second,888239020,Oklahoma,Dwayneview
HOUSE_96201,"0154 Tyler Union
Stoutborough, NY 82538",1240,8561,True,2,1,8,Renovated,163026006,Iowa,Deannabury
HOUSE_778,"19827 Jacob Harbors Apt. 183
Nancyside, PA 32549",7010,23954,True,1,3,6,New,11372886,Oregon,Lorihaven
HOUSE_70066,"5881 Bradley Burgs Apt. 631
North Michelleshire, FM 44667",5961,18990,True,1,1,3,Renovated,31296843,New Jersey,South Clinton
HOUSE_67657,"Unit 0104 Box 8747
DPO AA 73155",6557,20287,True,9,9,6,Renovated,69100226,Rhode Island,Lake Alyssaland
HOUSE_93089,"12945 Jeffrey Stream Apt. 397
South Rickystad, DE 45932",882,2124,False,5,1,3,New,651311807,Georgia,West Jasonborough
HOUSE_51394,"44415 Williams Corner Suite 692
Andersenfort, LA 36756",7832,20611,False,0,9,4,Second,378617371,Arkansas,West Brian
HOUSE_59366,"19133 Edwards Center
Michaelstad, MA 42726",7793,23583,False,1,6,0,New,181274194,Oklahoma,New Bryanborough
HOUSE_72416,"920 Mckinney Station
East Christina, AR 70100",9241,22259,False,8,6,7,Second,569178927,Tennessee,South Megan
HOUSE_41972,"6837 Gregory Terrace
Lake Tiffanymouth, FM 43393",7285,15134,False,8,7,1,Renovated,996613548,South Dakota,Robertbury
HOUSE_3732,"PSC 1927, Box 1441
APO AA 26182",7998,18192,True,8,3,5,Second,235518520,Montana,Port Andrew
HOUSE_79994,"3882 Henderson Points
Lake James, HI 89678",1636,6901,False,4,2,7,New,763273992,West Virginia,North Gabriella
HOUSE_53181,"905 Mark View Suite 122
Jessicabury, NV 74860",8771,19468,True,1,3,2,Renovated,936355353,Alabama,Karamouth
HOUSE_48228,"USNV Obrien
FPO AE 01390",5362,17273,True,6,2,4,Second,355706820,Florida,Ellismouth
HOUSE_48727,"19317 Underwood Vista
West Jessica, AS 22072",9856,21719,True,0,9,9,Renovated,580695604,Idaho,Angelaport
HOUSE_80657,"9280 Bush Walk
New Thomas, MO 48663",505,4823,True,5,8,8,New,191521252,Florida,North Lukefort
HOUSE_27742,"PSC 7010, Box 8623
APO AA 08495",9507,27549,False,6,4,0,Second,550007317,Idaho,Mikaylaville
HOUSE_62738,"0785 Michelle Terrace Suite 438
Laurafurt, ND 89767",5419,19563,False,6,3,2,Renovated,771485279,Wisconsin,Elizabethborough
HOUSE_24517,"0029 Bullock Key Suite 467
Catherineberg, SC 87799",6140,15831,True,1,3,8,New,158808520,Massachusetts,East Kristinborough
HOUSE_36338,"PSC 4687, Box 2153
APO AA 11145",7505,15281,False,1,0,3,Second,730447950,Vermont,Port Laura
HOUSE_32913,"0252 Wolfe Corners Suite 446
North Jesusshire, VI 70179",3062,9630,True,2,2,2,Second,656518278,Arizona,New Adam
HOUSE_63418,"930 Sandra Circles Suite 669
West Erica, NM 01424",9091,18608,False,6,1,0,Second,369824130,Georgia,Boydmouth
HOUSE_28757,"243 Samantha Roads
New Debrashire, RI 43542",9458,22347,True,2,6,1,Second,200665503,Oklahoma,North Jesse
HOUSE_75351,"299 Lutz Glens Apt. 261
North Jamiestad, ND 04646",5233,13869,True,6,5,4,Renovated,472192753,Utah,Smithshire
HOUSE_95385,"588 Todd Land Apt. 975
New Toddberg, VT 29886",7750,16309,False,3,1,6,Second,64475677,Ohio,Thomasbury
HOUSE_12063,"8395 Harry Fields Suite 786
Manuelmouth, NV 93995",8053,24930,False,2,4,3,Second,832994824,New Hampshire,Petersonside
HOUSE_74931,"Unit 9991 Box 3675
DPO AE 36245",3983,8156,True,7,6,5,Renovated,902767953,Florida,Port Edward
HOUSE_88427,"84611 Morgan Cliff
Wilsonhaven, MT 16578",5985,17183,True,4,3,1,Renovated,628979629,Kansas,Boydtown
HOUSE_64241,"072 Hicks Mill Suite 631
Romeroburgh, OR 78661",6301,18292,False,4,1,6,Renovated,472483093,Iowa,Shirleyburgh
HOUSE_55488,"961 Hansen Springs Apt. 478
West Michael, MP 25000",1896,11522,True,2,8,1,New,369486827,Nebraska,West Rhonda
HOUSE_83825,"5577 Carrillo Bridge
Trevinoton, NV 27563",3316,12127,True,2,6,1,Second,894881098,Massachusetts,South Michaelport
HOUSE_2656,"Unit 0668 Box 6299
DPO AE 86443",8847,19774,True,7,7,6,New,554019034,New Jersey,North Patriciastad
HOUSE_71901,"8988 Jeffrey Field
Alvarezhaven, MS 99643",2873,12927,True,1,9,9,Second,452653410,Indiana,North Mauricefort
HOUSE_59232,"3404 Kenneth Turnpike
Cunninghamburgh, PR 11649",2671,14156,True,1,4,7,New,865508607,Wyoming,West Terrifurt
HOUSE_14958,"514 Murphy Curve Apt. 020
Micheleview, VI 09571",439,6129,True,7,4,6,Second,403118186,Iowa,Fisherview
HOUSE_24200,"49249 Michael Fall
Davidsonfort, TN 32012",2064,10910,True,3,4,6,New,980935126,New Jersey,Gomezbury
HOUSE_2707,"400 Flores Ports
West Christopherberg, VI 36520",934,4279,False,4,4,4,Second,235451426,Virginia,Port Jack
